Period,MatchClock,Timestamp,EventType,TeamStrengthType,TeamStrength,HomeGoalieOnIce,AwayGoalieOnIce,EventPosition,EventStartCoordinate,EventEndCoordinate,EventPrimaryPlayerId,EventPrimaryPlayerName,EventPrimaryTeam,EventSecondaryPlayerId,EventSecondaryPlayerName,EventSecondaryTeam,FaceoffSpot,ShotResult,ShotSpeed,ShotScreeningPlayerIds,ShotXG,GoalAssist1Id,GoalAssist2Id,PassResult,PassSpeed,BluelineCrossingResult,BluelineCrossingDirection,BluelineCrossingAttackerIds,BluelineCrossingDefenderIds,DumpResult,DumpType,DumpAlongTheBoards,ClearType,ClearAlongTheBoards,PuckControlState,PuckControlStartZone,PuckControlEndZone,PuckControlContestingPlayerIds,StoppageOfPlayReason,PenaltyReason,ParticipatingPlayerIds,StartPlayerId1,StartPlayerId2,StartPlayerId3,StartPlayerId4,StartPlayerId5,StartPlayerId6,StartPlayerId7,StartPlayerId8,StartPlayerId9,StartPlayerId10,StartPlayerId11,StartPlayerId12,StartPlayerName1,StartPlayerName2,StartPlayerName3,StartPlayerName4,StartPlayerName5,StartPlayerName6,StartPlayerName7,StartPlayerName8,StartPlayerName9,StartPlayerName10,StartPlayerName11,StartPlayerName12,StartPlayerTeam1,StartPlayerTeam2,StartPlayerTeam3,StartPlayerTeam4,StartPlayerTeam5,StartPlayerTeam6,StartPlayerTeam7,StartPlayerTeam8,StartPlayerTeam9,StartPlayerTeam10,StartPlayerTeam11,StartPlayerTeam12,StartPlayerCoordinates1,StartPlayerCoordinates2,StartPlayerCoordinates3,StartPlayerCoordinates4,StartPlayerCoordinates5,StartPlayerCoordinates6,StartPlayerCoordinates7,StartPlayerCoordinates8,StartPlayerCoordinates9,StartPlayerCoordinates10,StartPlayerCoordinates11,StartPlayerCoordinates12,StartPlayerVelocity1,StartPlayerVelocity2,StartPlayerVelocity3,StartPlayerVelocity4,StartPlayerVelocity5,StartPlayerVelocity6,StartPlayerVelocity7,StartPlayerVelocity8,StartPlayerVelocity9,StartPlayerVelocity10,StartPlayerVelocity11,StartPlayerVelocity12,StartPlayerDirection1,StartPlayerDirection2,StartPlayerDirection3,StartPlayerDirection4,StartPlayerDirection5,StartPlayerDirection6,StartPlayerDirection7,StartPlayerDirection8,StartPlayerDirection9,StartPlayerDirection10,StartPlayerDirection11,StartPlayerDirection12
1,0,1703945422020,Faceoff,FullStrength,5v5,TRUE,TRUE,NeutralZone,,,337835,#40 Dennis Rasmussen,Home,337835,#40 Dennis Rasmussen,Home,Center,,,,,,,,,,,,,,,,,,,,,,,,337835,888038532,888051768,888052568,329427,888048571,888052809,150983,337830,340162,337835,332924,308599,#1 Lars Johansson,#22 Linus Nässen,#88 Malte Strömwall,#7 Henrik Tömmernes,#12 Max Friberg,#6 Filip Hasa,#29 Sandro Aeschlimann,#44 Matej Stransky,#6 Klas Dahlbeck,#40 Dennis Rasmussen,#25 Henrik Haapala,#46 Dominik Egli,Away,Away,Away,Away,Away,Away,Home,Home,Home,Home,Home,Home,"26,-0.1","0.3,-0.8","0.3,3.7","5.1,-3.6","0.2,-4.6","4.6,1.2","-24.4,-1","-0.3,-4.6","-4.4,3.5","0.1,-0.9","-0.3,3.6","-6.3,-1.7",,,,,,,,,,,,,,,,,,,,,,,,
1,0,1703945422020,PuckControl,FullStrength,5v5,TRUE,TRUE,NeutralZone,"-0.1,0.7","-0.3,1.5",,,,,,,,,,,,,,,,,,,,,,,,,Loose,NeutralZone,NeutralZone,,,,,888038532,888051768,888052568,329427,888048571,888052809,150983,337830,340162,337835,332924,308599,#1 Lars Johansson,#22 Linus Nässen,#88 Malte Strömwall,#7 Henrik Tömmernes,#12 Max Friberg,#6 Filip Hasa,#29 Sandro Aeschlimann,#44 Matej Stransky,#6 Klas Dahlbeck,#40 Dennis Rasmussen,#25 Henrik Haapala,#46 Dominik Egli,Away,Away,Away,Away,Away,Away,Home,Home,Home,Home,Home,Home,"26,0","0.3,-0.8","0.2,3.6","5.2,-3.7","0.1,-4.5","4.7,1.2","-24.4,-1","-0.3,-4.6","-4.5,3.6","0.1,-0.9","-0.3,3.5","-6.3,-1.7",,,,,,,,,,,,,,,,,,,,,,,,
1,0,1703945422160,PuckControl,FullStrength,5v5,TRUE,TRUE,NeutralZone,"-0.3,1.5","-0.9,2",,,,,,,,,,,,,,,,,,,,,,,,,Contested,NeutralZone,NeutralZone,"332924,888052568",,,,888038532,888051768,888052568,329427,888048571,888052809,150983,337830,340162,337835,332924,308599,#1 Lars Johansson,#22 Linus Nässen,#88 Malte Strömwall,#7 Henrik Tömmernes,#12 Max Friberg,#6 Filip Hasa,#29 Sandro Aeschlimann,#44 Matej Stransky,#6 Klas Dahlbeck,#40 Dennis Rasmussen,#25 Henrik Haapala,#46 Dominik Egli,Away,Away,Away,Away,Away,Away,Home,Home,Home,Home,Home,Home,"26.1,0","0.3,-0.7","0.2,3.3","5.3,-3.7","0,-4.3","4.7,1.3","-24.4,-1","-0.4,-4.5","-4.6,3.8","0.2,-0.9","-0.3,3.3","-6.4,-1.8",,,,,,,,,,,,,,,,,,,,,,,,
1,0,1703945422500,PuckControl,FullStrength,5v5,TRUE,TRUE,NeutralZone,"-0.9,2","-1.2,2.3",,,,,,,,,,,,,,,,,,,,,,,,,Loose,NeutralZone,NeutralZone,,,,,888038532,888051768,888052568,329427,888048571,888052809,150983,337830,340162,337835,332924,308599,#1 Lars Johansson,#22 Linus Nässen,#88 Malte Strömwall,#7 Henrik Tömmernes,#12 Max Friberg,#6 Filip Hasa,#29 Sandro Aeschlimann,#44 Matej Stransky,#6 Klas Dahlbeck,#40 Dennis Rasmussen,#25 Henrik Haapala,#46 Dominik Egli,Away,Away,Away,Away,Away,Away,Home,Home,Home,Home,Home,Home,"26.1,0.1","0.2,-0.6","0,2.5","5.5,-3.9","-0.4,-3.9","5,1.5","-24.5,-0.9","-0.7,-4.2","-4.9,4.4","0.2,-0.8","-0.5,2.5","-6.9,-1.9",,,,,,,,,,,,,,,,,,,,,,,,
1,0,1703945422560,Pass,FullStrength,5v5,TRUE,TRUE,NeutralZone,"-1.2,2.3","-2.2,6",332924,#25 Henrik Haapala,Home,340162,#6 Klas Dahlbeck,Home,,,,,,,,Successful,4.7,,,,,,,,,,,,,,,,"332924,340162",888038532,888051768,888052568,329427,888048571,888052809,150983,337830,340162,337835,332924,308599,#1 Lars Johansson,#22 Linus Nässen,#88 Malte Strömwall,#7 Henrik Tömmernes,#12 Max Friberg,#6 Filip Hasa,#29 Sandro Aeschlimann,#44 Matej Stransky,#6 Klas Dahlbeck,#40 Dennis Rasmussen,#25 Henrik Haapala,#46 Dominik Egli,Away,Away,Away,Away,Away,Away,Home,Home,Home,Home,Home,Home,"26.2,0.1","0.2,-0.7","-0.1,2.3","5.5,-3.9","-0.4,-3.9","5.1,1.6","-24.5,-0.9","-0.8,-4.1","-4.9,4.6","0.2,-0.8","-0.5,2.3","-7,-1.9",0.263,0.494,2.918,0.823,1.529,1.785,0.302,1.836,2.259,0.678,2.472,1.675,"0.997,-0.073","0.093,-0.996","-0.302,-0.953","0.627,-0.779","-0.632,0.775","0.611,0.791","-0.984,-0.176","-0.606,0.795","-0.186,0.983","-0.216,0.976","-0.061,-0.998","-1,0.026"
1,0,1703945422560,PuckControl,FullStrength,5v5,TRUE,TRUE,NeutralZone,"-1.2,2.3","-1.2,2.4",332924,#25 Henrik Haapala,Home,,,,,,,,,,,,,,,,,,,,,,HomeControl,NeutralZone,NeutralZone,,,,332924,888038532,888051768,888052568,329427,888048571,888052809,150983,337830,340162,337835,332924,308599,#1 Lars Johansson,#22 Linus Nässen,#88 Malte Strömwall,#7 Henrik Tömmernes,#12 Max Friberg,#6 Filip Hasa,#29 Sandro Aeschlimann,#44 Matej Stransky,#6 Klas Dahlbeck,#40 Dennis Rasmussen,#25 Henrik Haapala,#46 Dominik Egli,Away,Away,Away,Away,Away,Away,Home,Home,Home,Home,Home,Home,"26.2,0.1","0.2,-0.7","-0.1,2.3","5.5,-3.9","-0.4,-3.9","5.1,1.6","-24.5,-0.9","-0.8,-4.1","-4.9,4.6","0.2,-0.8","-0.5,2.3","-7,-1.9",,,,,,,,,,,,,,,,,,,,,,,,
1,0,1703945422580,PuckControl,FullStrength,5v5,TRUE,TRUE,NeutralZone,"-1.2,2.4","-2.2,6",,,,,,,,,,,,,,,,,,,,,,,,,HomeControl,NeutralZone,NeutralZone,,,,,888038532,888051768,888052568,329427,888048571,888052809,150983,337830,340162,337835,332924,308599,#1 Lars Johansson,#22 Linus Nässen,#88 Malte Strömwall,#7 Henrik Tömmernes,#12 Max Friberg,#6 Filip Hasa,#29 Sandro Aeschlimann,#44 Matej Stransky,#6 Klas Dahlbeck,#40 Dennis Rasmussen,#25 Henrik Haapala,#46 Dominik Egli,Away,Away,Away,Away,Away,Away,Home,Home,Home,Home,Home,Home,"26.2,0.1","0.2,-0.7","-0.1,2.3","5.6,-3.9","-0.4,-3.8","5.1,1.7","-24.5,-0.9","-0.8,-4.1","-4.9,4.6","0.2,-0.7","-0.5,2.3","-7,-1.9",,,,,,,,,,,,,,,,,,,,,,,,
1,1,1703945423380,PuckControl,FullStrength,5v5,TRUE,TRUE,NeutralZone,"-2.2,6","-1,11.6",340162,#6 Klas Dahlbeck,Home,,,,,,,,,,,,,,,,,,,,,,HomeControl,NeutralZone,NeutralZone,,,,340162,888038532,888051768,888052568,329427,888048571,888052809,150983,337830,340162,337835,332924,308599,#1 Lars Johansson,#22 Linus Nässen,#88 Malte Strömwall,#7 Henrik Tömmernes,#12 Max Friberg,#6 Filip Hasa,#29 Sandro Aeschlimann,#44 Matej Stransky,#6 Klas Dahlbeck,#40 Dennis Rasmussen,#25 Henrik Haapala,#46 Dominik Egli,Away,Away,Away,Away,Away,Away,Home,Home,Home,Home,Home,Home,"25.9,-0.1","0.5,-0.7","-0.2,0.5","5.9,-3.8","-0.7,-2.9","5.7,3.4","-24.8,-1","-1.6,-2.3","-4,6.8","-0.1,0","-0.4,0.8","-8.3,-1.1",,,,,,,,,,,,,,,,,,,,,,,,
1,2,1703945424500,Dump,FullStrength,5v5,TRUE,TRUE,NeutralZone,"-1,11.5","13.6,-15.1",340162,#6 Klas Dahlbeck,Home,337835,#40 Dennis Rasmussen,Home,,,,,,,,,,,,,,Possession,DumpIn,TRUE,,,,,,,,,"340162,337835",888038532,888051768,888052568,329427,888048571,888052809,150983,337830,340162,337835,332924,308599,#1 Lars Johansson,#22 Linus Nässen,#88 Malte Strömwall,#7 Henrik Tömmernes,#12 Max Friberg,#6 Filip Hasa,#29 Sandro Aeschlimann,#44 Matej Stransky,#6 Klas Dahlbeck,#40 Dennis Rasmussen,#25 Henrik Haapala,#46 Dominik Egli,Away,Away,Away,Away,Away,Away,Home,Home,Home,Home,Home,Home,"25.5,0.4","2,-0.8","0.5,0.2","8.3,-1.3","2,-2","4,8.9","-25.9,-0.7","0.2,1.9","-0.8,11.5","0.6,-0.8","0,2","-6.3,1",1.044,1.992,0.561,3.592,3.931,6.399,0.748,5.046,5.677,2.29,1.491,3.735,"-0.931,0.364","0.993,0.118","0.217,-0.976","0.769,0.639","0.966,0.259","-0.384,0.923","-0.986,-0.166","0.766,0.643","0.576,0.817","0.372,-0.928","0.287,0.958","0.995,0.099"
1,2,1703945424520,PuckControl,FullStrength,5v5,TRUE,TRUE,NeutralZone,"-1,11.6","13.1,-15.1",,,,,,,,,,,,,,,,,,,,,,,,,Loose,NeutralZone,AwayTeamZone,,,,,888038532,888051768,888052568,329427,888048571,888052809,150983,337830,340162,337835,332924,308599,#1 Lars Johansson,#22 Linus Nässen,#88 Malte Strömwall,#7 Henrik Tömmernes,#12 Max Friberg,#6 Filip Hasa,#29 Sandro Aeschlimann,#44 Matej Stransky,#6 Klas Dahlbeck,#40 Dennis Rasmussen,#25 Henrik Haapala,#46 Dominik Egli,Away,Away,Away,Away,Away,Away,Home,Home,Home,Home,Home,Home,"25.5,0.4","2,-0.8","0.5,0.2","8.3,-1.3","2.1,-2","3.9,9","-25.9,-0.7","0.3,2","-0.7,11.6","0.6,-0.8","0,2.1","-6.2,1",,,,,,,,,,,,,,,,,,,,,,,,
